id_annonce;titre;description;prix;surface_m2;prix_m2;pieces;chambres;salles_de_bain;type_bien;ville;code_postal;quartier;balcon;terrasse;jardin;ascenseur;cave;nb_parkings;etage;nb_etages_immeuble;surface_terrain_m2;classe_energie;classe_ges;date_publication;date_modification;frais_a_charge;prix_hors_frais;bien_neuf;type_compte;annonce_pro;url
iad-france-1992481;Vente Appartement 1 pièce;iad France - Thibault Hutter vous propose: Découvrez ce charmant appartement rénové d’une superficie de 22 m², situé à Toulon (83000). Ce bien se trouve dans une petite résidence de 6 appartements, offrant à la fois tranquillité et confort.<br>L’appartement se compose d’une pièce de vie ouverte sur une cuisine fonctionnelle (idéale pour les repas quotidiens) et d’une salle d’eau avec WC. Vous bénéficierez d’un espace de vie optimisé, avec un agencement pratique, tel qu’un coin buanderie.<br>L’at;115000.0;22.0;5227.27;1.0;;;Appartement;Toulon;83000;Saint-Roch;0;0;1;0;1;;0.0;4.0;50.0;C;A;2026-01-26T19:06:04.684Z;2026-03-09T20:38:10.731Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1992481
century-21-202_3502_1159;;A Vendre - T2 Rénové à Toulon<br>Découvrez ce bel appartement T2 entièrement rénové avec goût, situé au 3ième et dernier étage d'un petit immeuble.<br>Lumineux et chaleureux, il offre une agréable pièce de vie avec trois ouvertures apportant une belle clarté et une vue dégagée sur les toits.<br>L'appartement dispose également d'un cellier sur le palier, offrant un espace de rangement supplémentaire.<br>Idéalement situé, à proximité immédiate des commerces, des transports, écoles et du centre-vil;116000.0;40.08;2894.21;2.0;1.0;0.0;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;0.0;0.0;;;D;B;1970-01-01T00:00:00.000Z;2026-02-23T01:39:18.124Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_3502_1159
ag311656-499489919;T3 Toulon Ouest – 52 m² avec balcon, véranda et cave – Résidence sécurisée;EXCLUSIVITÉ – Toulon Ouest – Pont du Las | Charmant T3 de 52 m² avec balcon, véranda et cave En exclusivité, découvrez ce bel appartement T3 de 52 m², situé au 2ᵉ étage avec ascenseur d'une résidence sécurisée et bien entretenue. L'espace intérieur comprend : - une entrée fonctionnelle, - une cuisine indépendante ouvrant sur un balcon, - un séjour exposé plein sud donnant également sur le balcon, - deux chambres, dont une agrémentée d'une véranda, - une salle d'eau et un WC séparé. L'appartement;117000.0;52.0;2250.0;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;1;0;1;1;;2.0;9.0;;C;A;1970-01-01T00:00:00.000Z;2026-02-24T22:58:07.625Z;seller;117000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/ag311656-499489919
iad-france-1786729;Vente Appartement 3 pièces;iad France - Elodie Gérics vous propose: IDEAL INVESTISSEUR !<br>QUARTIER PONT DU LAS<br>Appartement de type 3, loué, vous offrant séjour, cuisine, deux chambres, salle de douche. Balcon. Cave, <br>Les plus : Parking libre dans résidence sécurisée avec accès fermé. <br>Locataire sérieuse. <br>N'hésitez pas à me contacter pour de plus amples renseignements ou une visite !<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 72 lots au total et ne faisant l'objet d'aucune;117500.0;48.0;2447.92;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;1;;;;;E;B;1970-01-01T00:00:00.000Z;2026-02-25T15:55:45.521Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1786729
hektor-sixfours-390290;TOULON - ST ROCH;Au sein d'un immeuble ancien bien entretenu, découvrez au deuxième étage cet appartement de deux pièces d'environ 30 m2 en excellent état général. Très lumineux grâce à sa configuration traversante, ce bien offre un agencement optimal sans aucune perte de place. La pièce de vie dispose d'une cuisine entièrement aménagée et équipée s'ouvrant directement sur un balcon privatif. L'espace nuit se compose d'une chambre confortable, d'une salle d'eau moderne et d'un WC séparé. Vous serez immédiatement;118000.0;30.0;3933.33;2.0;1.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;2.0;5.0;;C;B;2026-02-13T09:27:24.825Z;2026-02-27T15:02:57.622Z;;118000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-sixfours-390290
century-21-202_3064_4764;;EXCLUSIVITÉ Agréable T2 avec ascenseur à Toulon Idéal 1er achat ou investissement ! <br>38 m² | 1 chambre | Ascenseur | Résidence 2010<br>Vous cherchez un cocon douillet, lumineux, bien placé et sans gros travaux ? Ne cherchez plus, ce beau T2 en exclusivité est fait pour vous ! Situé au 1er étage d'une résidence récente avec ascenseur, ce 38 m² bien agencé n'attend que vous.<br>Dès l'entrée, un placard intégré vous accueille, parfait pour tout ranger. Côté jour, vous découvrirez une agréable pi;118580.0;37.96;3123.81;2.0;1.0;0.0;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;0;0.0;1.0;8.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-04T01:40:08.840Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/century-21-202_3064_4764
iad-france-1964312;Vente Appartement 2 pièces;iad France - Bruno Moullet vous propose: TROP TARD...! [SOUS COMPROMIS] – Vous l’avez peut-être vu passer… ce bien a trouvé preneur en un temps record grâce à mon expertise et à une stratégie de commercialisation efficace !<br>Opportunité à saisir - Appartement 2 Pièces de 49 m² - Résidence Sécurisée avec ascenseur - Fort Potentiel<br>Venez découvrir cet appartement type 2 de 49 m² situé proche Chalucet / Haute ville au sein d’une résidence sécurisée et bien entretenue proche de toutes les commo;119000.0;49.0;2428.57;2.0;1.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;1;1;;2.0;8.0;;D;D;1970-01-01T00:00:00.000Z;2026-02-25T15:58:16.335Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1964312
hektor-18_victoriametropole2025-15335;Appartement T3 idéal investisseur;Situé dans le quartier du Pont du Las, découvrez cet appartement traversant de 46,96 m2, au 1er et dernier étage d'une petite copropriété. <br>L'appartement se compose d'un séjour lumineux, de deux chambres, d'une cuisine, d'une salle d'eau et de WC séparés. Il dispose de deux balcons.<br>Le logement a été rafraîchi récemment, ce qui lui confère un intérieur propre et agréable à vivre.<br> Concernant le stationnement, un parking se situe à proximité immédiate de l'appartement, avec la possibilit;119000.0;46.96;2534.07;3.0;2.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;1.0;;;F;C;2026-01-23T10:36:28.551Z;2026-02-22T14:28:47.321Z;seller;119000.0;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-18_victoriametropole2025-15335
hektor-mourillon-388556;TOULON Saint Roch - Appartement T1 refait à neuf + place de;Sur La commune de Toulon, dans le quartier de Saint Roch, au 2ème et dernier étage d'une petite copropriété entièrement réabilitée, un appartement de type 1 d'environ 23m2 bénéficiant de prestations de qualitées et d'une place de parking privée.<br> Aucun travaux à prévoir / Lumineux sans vis-à-vis.<br> Cette copropriété de 6 lots d'habitation se situe à proximité des commerces, des transports en communs et à 10 minutes à pied des écoles superieurs et de la gare SNCF<br>Les informations sur les;119000.0;22.74;5233.07;1.0;;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;1.0;2.0;3.0;;C;A;2026-02-25T15:28:22.246Z;2026-02-25T15:28:22.246Z;;119000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-388556
hektor-IMMOBILIERE-DU-CAP-BRUN-113781;T2 63m2 5/5;Appartement T2 de 63 m2 Secteur Saint-Roch, Toulon<br>Situé au dernier étage d'une copropriété bien entretenue, découvrez ce spacieux appartement T2 de 63 m2 offrant de beaux volumes et un agencement fonctionnel.<br>Il se compose d'une grande pièce de vie lumineuse de 20m2 avec balcon exposé plein Sud. La cuisine indépendante bénéficie d'un accès direct à une terrasse de 26 m2 exposée Nord.<br>Le coin nuit se compose d'une chambre, d'une salle de bain ainsi que de WC séparés.<br>L'appartement es;120000.0;63.92;1877.35;2.0;1.0;1.0;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;0;;5.0;6.0;;C;D;2026-02-23T19:51:20.192Z;2026-03-10T05:04:05.329Z;;120000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-IMMOBILIERE-DU-CAP-BRUN-113781
hektor-IMMOBILIERE-DU-CAP-BRUN-114002;Appartement Toulon 3 pièces 53 m2 Libre le 09.08.2024;Appartement T3 de 53m2 dans le secteur de Saint Roch à Toulon, dans une copropriété bien entretenue.<br>L'appartement est composé d'une grande pièce de vie avec une cuisine ouverte aménagée et équipée, de deux chambres, d'une salle d'eau et de wc séparés.<br>L'appartement est équipé de double vitrage et volets roulants électriques.<br>Loué actuellement 580EUR + 55EUR de charges ( fin du bail le 9/08/2027 ).<br>A proximité du centre-ville.<br>Taxe foncière : 1130EUR.<br>Charges de copropriété : 8;120000.0;53.0;2264.15;3.0;2.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;1.0;8.0;;C;A;2026-02-27T14:41:52.661Z;2026-03-03T05:01:06.948Z;seller;120000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-IMMOBILIERE-DU-CAP-BRUN-114002
twimmo-1999605;Vente appartement 3 Pièce(s);TOULON OUEST – SAINT ROCH : Agréable T3 avec balcon et loggia<br>Situé dans le quartier recherché de Saint Roch, rue du ROI René, cet appartement de type 3 de 62 m² environ se trouve au 2ᵉ étage avec ascenseur d'une résidence érigée en 1954.<br>Vous profiterez d'un vaste espace cuisine-séjour lumineux de 35 m², avec sa cuisine américaine entièrement aménagée, ouvrant sur un petit balcon idéal pour s'oxygéner. Côté nuit, deux chambres confortables viennent compléter l'ensemble, ainsi qu'une salle;120000.0;61.45;1952.81;3.0;2.0;1.0;Appartement;Toulon;83000;Saint-Roch;0;1;0;0;1;;2.0;9.0;;D;B;1970-01-01T00:00:00.000Z;2026-02-26T13:13:49.437Z;;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/twimmo-1999605
netty-company53630wyb-appt-2661;T3 vendu occupé – Rentabilité immédiate – Toulon Ouest;T3 vendu occupé – Toulon Ouest<br>Investissement locatif sécurisé – Rendement net ~4,9 %<br>Emplacement recherché – Revenus immédiats – Locataire en place<br>Appartement T3 de 49,76 m², situé dans une résidence sécurisée et au calme, dans le secteur de Toulon Ouest, à proximité des commerces, transports et axes principaux.<br>Vente occupée – investissement clé en main<br>Loyer : 620 € HC / mois<br>Loyer annuel : 7 440 € HC<br>Charges de copropriété : 636 € / an (53 € / mois)<br>Taxe foncière : 1;120000.0;50.26;2387.58;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;1;1;;3.0;6.0;;C;A;2026-02-06T13:41:31.782Z;2026-02-06T13:41:31.782Z;seller;120000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/netty-company53630wyb-appt-2661
hektor-atlasimmobilier-384343;Investissement locatif T3 69m2;Exclusivité Ibox, à Toulon, un appartement de 69m2 en bon état général vendu loué 890EUR.( 720EUR HC / mois)<br> Dans une résidence sécurisée, au 4ème étage avec ascenseur, ce T3 aux vastes volumes bénéficie également d'un balcon et d'une loggia.<br> Une cave complète ce bien.<br> Très bonne rentabilité ! Idéal investisseurs.<br> Vidéo disponible sur demande par mail.<br> Ne tardez pas !<br>;120000.0;68.97;1739.89;4.0;2.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;1;;4.0;9.0;;D;D;2026-01-29T10:49:47.118Z;2026-03-03T16:56:10.948Z;seller;120000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-atlasimmobilier-384343
hektor-mourillon-388222;TOULON - SAINT ROCH;TOULON SAINT ROCH, dans un bel immeuble art déco, proche des commodités, du centre ville de Toulon, et au calme, appartement type 3 de 51 m2 en trés bon état, comprenant, salon avec cuisine américaine, dégagement, 2 chambres dont 1 avec balcon, salle d'eau et w-c. Une cave complète ce bien. Idéal pour investissement ou premier achat. A visiter sans tarder !<br>;124000.0;51.25;2419.51;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;1;;3.0;6.0;;F;C;1970-01-01T00:00:00.000Z;2026-03-07T05:06:03.342Z;seller;124000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-388222
hektor-gabrieleimmo-488;À Toulon, appartement à acheter avec GABRIELE IMMOBILIER;? Exclusivité Gabriele Immobilier ?<br>Découvrez ce charmant appartement T2 situé au dernier étage d'une résidence Art Déco avec ascenseur, offrant une vue exceptionnelle sur la Rade de Toulon.<br>Localisation idéale : à deux pas du centre-ville, de la gare et des principaux axes autoroutiers. <br> Agencement : une pièce de vie lumineuse avec coin cuisine, une chambre, une salle d'eau avec WC ainsi qu'un espace de rangement. <br> Prestations : double vitrage dans toutes les pièces, installation;124120.0;32.22;3852.27;2.0;1.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;0;1.0;6.0;7.0;;E;E;1970-01-01T00:00:00.000Z;2026-03-04T18:30:31.401Z;;124120.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-gabrieleimmo-488
citya-immobilier-41039H-TAPP946334A;;TOULON SAINT ROCH T2 54m² à vendre - Toulon - St Roch - IDÉALEMENT SITUÉ - APPARTEMENT 2 PIÈCES 54M². Toulon ouest saint Roch rue calme nous vous présentons cet appartement de 2 pièces exposé est-ouest de 54 m² situé à Toulon (83000). Il est situé dans un immeuble bourgeois du début du XXe siècle. Son intérieur compte un séjour de 22 m² avec alcove, une chambre, une cuisine aménagée et équipée et une salle d'eau. chauffage individuel électrique. Double vitrage , 2 faux balcons sur le séjour L'ap;124500.0;54.0;2305.56;2.0;1.0;0.0;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;0.0;1.0;4.0;;C;A;2026-02-25T18:08:53.041Z;2026-02-27T05:04:49.164Z;seller;;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/citya-immobilier-41039H-TAPP946334A
iad-france-1969433;Vente Appartement 2 pièces;iad France - Mathieu Vallier vous propose: Saint Roch, 10mns à pied de la Gare, proximité immédiate des commerces et Clinique St Roch, dans petite copropriété au 3e et dernier étage, sans vis à vis, exposé Est-Ouest. <br>Appartement 2 pièces + balcon et coin buanderie, séjour 25m², cuisine aménagée, salle d'eau wc, chambre, cave, vendu meublé ou vide, chauffage individuel, faibles charges.<br>Idéal pour investissement locatif rentable, primo-accédant, habitation principale ou secondaire.<br>Bell;125000.0;47.0;2659.57;2.0;1.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;1;;3.0;4.0;;D;B;1970-01-01T00:00:00.000Z;2026-02-25T15:58:15.250Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1969433
iad-france-1992895;Vente Appartement 2 pièces;iad France - Eddy Robiere vous propose: À vendre : Duplex de charme entièrement rénové - Vendu loué meublé<br>Emplacement idéal ! Situé au cOEur d’un quartier dynamique, à proximité immédiate des commerces et des transports, ce magnifique duplex climatisé se trouve au 2ème et dernier étage d’un charmant immeuble.<br>À l'entrée, laissez-vous séduire par :<br>- Un séjour cosy baigné de lumière, offrant un espace de vie chaleureux.<br>- Une cuisine moderne entièrement équipée, parfaite pour vos mom;126000.0;32.0;3937.5;2.0;1.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;;;;;A;C;2026-01-22T07:57:27.355Z;2026-02-25T16:51:47.191Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/iad-france-1992895
hektor-fontpre-388163;TOULON - PROCHE CENTRE VILLE / ST ROCH - T3 de 58m2 en rez-d;TOULON - PROCHE CENTRE VILLE / ST ROCH - Dans un immeuble bien entretenu située à proximité des commerces, du centre ville (facultés), et de la porte Castigneau.<br> Appartement en rez-de-jardin de Type 3 de 58m2 composé d'un hall d'entrée desservant un espace de vie avec séjour et cuisine exposés à l'Ouest donnant sur terrasse et jardin de 36m2 et un atelier de 15m2 pouvant servir de stockage et de futur cuisine d'été.<br> Le coin nuit dessert 2 chambres exposées à l'Est, une salle d'eau et wc;127000.0;58.0;2189.66;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;1;0;1;;0.0;5.0;36.0;NS;NS;1970-01-01T00:00:00.000Z;2026-02-20T14:17:08.432Z;seller;127000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-fontpre-388163
hektor-atlasimmobilier-390481;Appartement 56m2 - T3;Charmant appartement au deuxième étage, offrant deux chambres lumineuses, une cuisine américaine ouverte sur l'espace de vie et une salle de bain moderne avec WC séparés.<br> l'apprtement est équipée de la climatisation, du double vitrage et d'un petit jardin dans la copropriété pour profiter d'un extérieur agréable.<br> Ce bel appartement à été entièrement rénové, à visiter sans attendre.<br> <br> Atlas Ibox. Agence immobilière à Toulon depuis plus de 40 ans vous accompagne dans votre recherche;128000.0;56.0;2285.71;3.0;2.0;1.0;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;1;;2.0;;;B;A;2026-02-18T14:44:07.093Z;2026-03-05T17:26:15.921Z;;128000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-atlasimmobilier-390481
hektor-bretteimmobilieranne-19935;TOULON ST ROCH - APPARTEMENT T3;TOULON SAINT ROCH - Situé au 2ème et dernier étage d'un petit immeuble de ville, appartement T3 d'une superficie de 50m2, exposition Sud et Est. Il se compose d'une entrée, salle d'eau, WC séparé, séjour avec cuisine ouverte et deux chambres dont une avec placard. Faibles charges (25EUR par mois), idéal investissement locatif ou 1er achat.<br>Les informations concernant les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr. BRETTE IMMOBILIER, ag;128900.0;50.0;2578.0;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;;2.0;3.0;;D;B;2026-02-26T11:03:22.533Z;2026-03-06T15:12:59.070Z;;128900.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-bretteimmobilieranne-19935
safti-1-1566171;T3 en dernier étage avec balcon;Fabien TRIFFAULT conseiller indépendant vous propose à la vente en Exclusivité cet appartement T3 de 51 m2 triple exposition avec balcon dans une copropriété calme du Pont du Las. L'appartement en 4 éme et dernier étage sans ascenseur vous offre un séjour très lumineux climatisé avec balcon SUD, une cuisine indépendante équipée avec loggia, 2 chambres à l'EST avec rangement dont une climatisée, une salle d'eau contemporaine, un WC indépendant, une cave et divers rangements.<br>L'appartement est;129000.0;51.0;2529.41;3.0;2.0;1.0;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;;4.0;5.0;;D;C;1970-01-01T00:00:00.000Z;2026-03-05T21:01:38.275Z;seller;;0;mandatary;1;https://www.bienici.com/annonce/vente/toulon/flat/safti-1-1566171
hektor-mourillon-390447;TOULON CLARET APPARTEMENT 2 PIECES BALCON APERCU MER ASCENSE;Toulon, à deux pas du pôle Chalucet et idéalement situé au sein d'une élégante résidence Art Déco, découvrez ce charmant appartement 2 pièces de 48 m2, traversant et baigné de lumière.<br>Il se compose d'un séjour lumineux ouvrant sur un agréable balcon avec aperçu mer, d'une chambre confortable avec placard intégrés, d'une cuisine indépendante, d'une salle d'eau et de WC séparés. Grâce à sa double exposition, l'appartement bénéficie d'une belle luminosité tout au long de la journée.<br>Les atou;129000.0;47.44;2719.22;2.0;1.0;1.0;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;1;;4.0;7.0;;E;D;2026-02-17T21:17:09.815Z;2026-02-17T21:17:09.815Z;;129000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-390447
ag135982-510237056;T2;À VENDRE – Appartement T2 lumineux avec balcon, ascenseur et cave – Toulon Claret situé au sein d'une copropriété calme et bien entretenue construite dans les années 1950. Découvrez cet appartement de type 2 d'une superficie de 47,44 m², offrant un cadre de vie agréable et fonctionnel. Implanté au 4ème étage sur 6 avec ascenseur, l'appartement bénéficie d'une belle luminosité et d'une vue dégagée depuis son balcon de 4 m², idéal pour profiter des beaux jours en toute tranquillité. Le bien se com;129000.0;47.0;2744.68;2.0;1.0;;Appartement;Toulon;83000;Saint-Roch;1;0;0;1;1;;4.0;;;E;D;2026-01-26T19:29:36.825Z;2026-02-19T02:00:17.234Z;seller;121260.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag135982-510237056
hektor-gabrieleimmo-404;Appartement T3 Toulon ouest;GABRIELE IMMOBILIER vous présente à la vente à TOULON OUEST proche centre ville , du port et des axes routiers un appartement type T3 au 3ème étage sur 6 avec ascenseur dans un ensemble sécurisé . Cet appartement en partie rénové est composé d'une entrée sur un séjour , d'une cuisine semi ouverte , pour la partie nuit vous trouverez 2 chambres , une salle d'eau et un wc séparé . Lumineux et traversant cet appartement peut convenir à une famille pour un premier achat ou pour un investisssement lo;129000.0;51.0;2529.41;3.0;2.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;1;1;;3.0;7.0;;C;A;1970-01-01T00:00:00.000Z;2026-03-02T23:56:33.044Z;seller;128730.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-gabrieleimmo-404
hektor-mourillon-390575;TOULON St Roch - T1 avec coin nuit, d'environ 30m2 au 2ème e;Sur La commune de Toulon, dans le quartier de Saint Roch, au 2ème et dernier étage d'une petite copropriété entièrement réabilitée, un appartement de type 1 d'environ 30m2 bénéficiant de prestations de qualitées, d'un coin nuit et d'une place de parking privée.<br> Aucun travaux à prévoir / Très lumineux.<br> Cette copropriété de 6 lots d'habitation se situe à proximité des commerces, des transports en communs et à 10 minutes à pied des écoles superieurs et de la gare SNCF.<br>Les informations s;129000.0;29.2;4417.81;2.0;1.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;1.0;2.0;3.0;;C;A;2026-02-25T17:15:11.841Z;2026-03-07T18:47:12.113Z;seller;129000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-390575
hektor-Agence-Gambetta-1084;Toulon, entre le pont du las et le centre, appartement de ty;Toulon, entre le Pont du Las et le centre, dans immeuble bourgeois parfaitement entretenu, bel appartement traversant et lumineux de type 4 de 77 m2 environ, composé de 3 chambres, cuisine indépendante équipée, salle de bain, wc indépendant, spacieuse pièce de vie.Des travaux de raffraichissement sont a prévoir. Locataire sérieux en place, loué 620 euros par mois0.<br>;130000.0;74.0;1756.76;4.0;3.0;1.0;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;1.0;3.0;;D;D;2026-01-29T10:12:38.160Z;2026-03-05T10:17:16.209Z;;130000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-Agence-Gambetta-1084
laforet-immo-facile-52396033;Appartement Toulon 2 pièces 31.65 m²;"L' Agence Laforet La Garde est ravie de vous présenter en EXCLUSIVITÉ ce duplex de charme entièrement rénové sur la commune de TOULON -<br>Cet Appartement est Vendu loué et meublé<br>Au coeur d'un quartier vivant, à deux pas des commerces et des transports, découvrez ce superbe duplex climatisé niché au 2ème et dernier étage d'un petit immeuble.<br>Dès l'entrée ; vous serez séduit par ses volumes optimisés et sa belle luminosité : <br>- Un séjour cosy avec cuisine équipée moderne,<br>- Une salle";135000.0;31.65;4265.4;2.0;1.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;2.0;4.0;;C;A;1970-01-01T00:00:00.000Z;2026-02-12T06:32:04.527Z;seller;135000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/laforet-immo-facile-52396033
laforet-immo-facile-52322620;Appartement Toulon 2 pièce(s) 31.65 m2;L' Agence Laforet La Valette du Var est ravie de vous présenter en EXCLUSIVITÉ <br> Duplex de charme entièrement rénové -Vendu loué meublé<br>Au coeur d'un quartier vivant, à deux pas des commerces et des transports, découvrez ce superbe duplex climatisé niché au 2ème et dernier étage d'un petit immeuble.<br>Dès l'entrée, vous serez séduit par ses volumes optimisés et sa belle luminosité :<br>Un séjour cosy avec cuisine équipée moderne,<br>Une salle d'eau avec WC,<br>À l'étage, une chambre chale;135000.0;31.65;4265.4;2.0;1.0;;Appartement;Toulon;83000;Saint-Roch;0;0;0;0;0;;2.0;4.0;;C;A;1970-01-01T00:00:00.000Z;2026-02-27T06:49:14.858Z;seller;135000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/laforet-immo-facile-52322620
ag832778-511242071;TOULON OUEST - SAINT ROCH;TOULON CENTRE - APPARTEMENT 2 CHAMBRES 64m2 - AVEC STATIONNEMENT PRIVATIF - . Votre agence FONCIA TOULON MOURILLON vous propose de découvrir ce nouvel appartement à vendre EN EXCLUSIVITE. Situé à TOULON dans le quartier Saint Roch, à quelques pas du Centre ville, de l'entrée de l'arsenal, des transports et de tous les commerce de proximité. Au 4ème étage AVEC ascenseur, très agréable appartement de 64m2, aux volumes très confortables, comprenant : Une entrée avec placard, séjour prolongé d'un be;139000.0;64.0;2171.88;3.0;2.0;1.0;Appartement;Toulon;83200;Saint-Roch;0;0;1;1;0;0.0;4.0;6.0;;C;D;2026-02-02T19:47:15.946Z;2026-03-02T18:02:46.279Z;seller;139000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag832778-511242071
hektor-mourillon-387827;TOULON St Roch - T1 avec coin nuit, d'environ 34m2 au 1er ét;Sur La commune de Toulon, dans le quartier de Saint Roch, au 1er étage d'une petite copropriété entièrement réabilitée, un appartement de type 1 d'environ 34m2 bénéficiant de prestations de qualitées, d'un coin nuit et d'une place de parking privée.<br> Aucun travaux à prévoir / Très lumineux<br> Cette copropriété de 6 lots d'habitation se situe à proximité des commerces, des transports en communs et à 10 minutes à pied des écoles superieurs et de la gare SNCF.<br>Les informations sur les risque;139000.0;34.22;4061.95;2.0;1.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;0;0;1.0;1.0;3.0;;C;A;2026-02-25T15:28:22.246Z;2026-02-25T17:15:28.199Z;seller;139000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-mourillon-387827
hektor-atlasimmobilier-390210;Toulon - Pont du Las appartement T3 lumineux avec ascenseur,;Idéalement situé au sein d'une résidence au calme du Pont du Las, ce bel appartement T3 niché au 3ème étage avec ascenseur, comprend :<br>Un séjour lumineux ouvrant sur un agréable balcon exposé Sud-Ouest, parfait pour profiter du soleil.<br>Côté nuit, l'appartement dispose de deux chambres confortables avec placards.<br>Une cuisine indépendante, une salle d'eau et des WC séparés complètent l'ensemble.<br>Le bien bénéficie également d'une cave privative et d'un stationnement collectif, le tout à;139000.0;51.2;2714.84;3.0;2.0;;Appartement;Toulon;83200;Saint-Roch;0;0;0;1;1;;3.0;9.0;;F;C;2026-02-07T10:36:43.207Z;2026-03-02T21:39:29.144Z;seller;139000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/hektor-atlasimmobilier-390210
ag133861-517463609;À vendre ! Grand T3, 72 m²–ascenseur–parking privatif 83200 Toulon;Pour toute question ou demande d'information, pensez à noter et nous communiquer le numéro de référence lors de votre appel : 20321 Toulon Ouest appartement 4 pièces traversant de 72,34 m² situé au 1er étage avec ascenseur dans une résidence bien entretenue de 1977. Cet appartement lumineux bénéficie d'une double exposition avec les pièces principales orientées Ouest offrant une belle clarté tout au long de la journée et une vue dégagée sans vis-à-vis donnant sur une agréable place avec terrain;140000.0;72.0;1944.44;3.0;2.0;1.0;Appartement;Toulon;83200;Saint-Roch;0;0;0;1;1;1.0;1.0;5.0;;C;C;2026-03-08T17:53:44.831Z;2026-03-08T17:53:44.831Z;seller;140000.0;0;agency;1;https://www.bienici.com/annonce/vente/toulon/flat/ag133861-517463609
